# Temperature Energy Magnetization
3.900000000000000355e+00 -1.120000000000000000e+02 0.000000000000000000e+00
3.900000000000000355e+00 -1.360000000000000000e+02 2.000000000000000111e-01
3.900000000000000355e+00 -1.200000000000000000e+02 5.999999999999999778e-02
3.900000000000000355e+00 -1.040000000000000000e+02 4.000000000000000083e-02
3.900000000000000355e+00 -1.440000000000000000e+02 8.000000000000000167e-02
3.900000000000000355e+00 -8.800000000000000000e+01 1.400000000000000133e-01
3.900000000000000355e+00 -9.600000000000000000e+01 8.000000000000000167e-02
3.900000000000000355e+00 -1.120000000000000000e+02 2.000000000000000042e-02
3.900000000000000355e+00 -5.600000000000000000e+01 1.799999999999999933e-01
3.900000000000000355e+00 -1.520000000000000000e+02 1.600000000000000033e-01
3.900000000000000355e+00 -1.280000000000000000e+02 4.000000000000000083e-02
3.900000000000000355e+00 -8.800000000000000000e+01 4.000000000000000083e-02
3.900000000000000355e+00 -5.600000000000000000e+01 1.799999999999999933e-01
3.900000000000000355e+00 -1.120000000000000000e+02 2.800000000000000266e-01
3.900000000000000355e+00 -4.000000000000000000e+01 1.799999999999999933e-01
3.900000000000000355e+00 -8.000000000000000000e+01 2.399999999999999911e-01
3.900000000000000355e+00 -1.360000000000000000e+02 1.000000000000000056e-01
3.900000000000000355e+00 -1.280000000000000000e+02 1.600000000000000033e-01
3.850000000000000533e+00 -9.600000000000000000e+01 1.000000000000000056e-01
3.850000000000000533e+00 -8.800000000000000000e+01 4.000000000000000083e-02
3.850000000000000533e+00 -8.000000000000000000e+01 2.000000000000000042e-02
3.850000000000000533e+00 -1.600000000000000000e+02 1.799999999999999933e-01
3.850000000000000533e+00 -1.040000000000000000e+02 5.999999999999999778e-02
3.850000000000000533e+00 -8.800000000000000000e+01 4.000000000000000083e-02
3.850000000000000533e+00 -9.600000000000000000e+01 2.600000000000000089e-01
3.850000000000000533e+00 -1.280000000000000000e+02 1.199999999999999956e-01
3.850000000000000533e+00 -1.200000000000000000e+02 2.999999999999999889e-01
3.850000000000000533e+00 -9.600000000000000000e+01 2.999999999999999889e-01
3.850000000000000533e+00 -6.400000000000000000e+01 8.000000000000000167e-02
3.850000000000000533e+00 -1.680000000000000000e+02 3.400000000000000244e-01
3.850000000000000533e+00 -1.120000000000000000e+02 2.800000000000000266e-01
3.850000000000000533e+00 -1.280000000000000000e+02 1.600000000000000033e-01
3.850000000000000533e+00 -9.600000000000000000e+01 4.000000000000000083e-02
3.850000000000000533e+00 -1.120000000000000000e+02 0.000000000000000000e+00
3.850000000000000533e+00 -1.360000000000000000e+02 2.000000000000000042e-02
3.850000000000000533e+00 -1.120000000000000000e+02 1.799999999999999933e-01
3.850000000000000533e+00 -8.000000000000000000e+01 1.000000000000000056e-01
3.850000000000000533e+00 -1.280000000000000000e+02 1.400000000000000133e-01
3.800000000000000711e+00 -1.360000000000000000e+02 1.400000000000000133e-01
3.800000000000000711e+00 -1.520000000000000000e+02 5.799999999999999600e-01
3.800000000000000711e+00 -2.400000000000000000e+01 0.000000000000000000e+00
3.800000000000000711e+00 -9.600000000000000000e+01 2.200000000000000011e-01
3.800000000000000711e+00 -1.040000000000000000e+02 2.000000000000000111e-01
3.800000000000000711e+00 -9.600000000000000000e+01 2.600000000000000089e-01
3.800000000000000711e+00 -1.680000000000000000e+02 3.599999999999999867e-01
3.800000000000000711e+00 -9.600000000000000000e+01 2.000000000000000111e-01
3.800000000000000711e+00 -1.040000000000000000e+02 8.000000000000000167e-02
3.800000000000000711e+00 -9.600000000000000000e+01 5.999999999999999778e-02
3.800000000000000711e+00 -1.040000000000000000e+02 1.199999999999999956e-01
3.800000000000000711e+00 -1.520000000000000000e+02 2.999999999999999889e-01
3.800000000000000711e+00 -9.600000000000000000e+01 1.199999999999999956e-01
3.800000000000000711e+00 -1.360000000000000000e+02 4.000000000000000083e-02
3.800000000000000711e+00 -1.120000000000000000e+02 8.000000000000000167e-02
3.800000000000000711e+00 -1.360000000000000000e+02 2.600000000000000089e-01
3.800000000000000711e+00 -1.360000000000000000e+02 5.999999999999999778e-02
3.800000000000000711e+00 -1.440000000000000000e+02 4.000000000000000222e-01
3.800000000000000711e+00 -1.520000000000000000e+02 4.000000000000000083e-02
3.800000000000000711e+00 -1.200000000000000000e+02 1.400000000000000133e-01
3.750000000000000888e+00 -1.440000000000000000e+02 3.200000000000000067e-01
3.750000000000000888e+00 -1.200000000000000000e+02 2.200000000000000011e-01
3.750000000000000888e+00 -9.600000000000000000e+01 1.799999999999999933e-01
3.750000000000000888e+00 -1.200000000000000000e+02 2.000000000000000111e-01
3.750000000000000888e+00 -3.200000000000000000e+01 1.000000000000000056e-01
3.750000000000000888e+00 -1.360000000000000000e+02 2.600000000000000089e-01
3.750000000000000888e+00 -1.120000000000000000e+02 1.799999999999999933e-01
3.750000000000000888e+00 -1.360000000000000000e+02 4.000000000000000083e-02
3.750000000000000888e+00 -8.800000000000000000e+01 5.999999999999999778e-02
3.750000000000000888e+00 -5.600000000000000000e+01 1.199999999999999956e-01
3.750000000000000888e+00 -1.440000000000000000e+02 5.999999999999999778e-02
3.750000000000000888e+00 -1.360000000000000000e+02 0.000000000000000000e+00
3.750000000000000888e+00 -1.360000000000000000e+02 4.000000000000000083e-02
3.750000000000000888e+00 -1.600000000000000000e+02 2.800000000000000266e-01
3.750000000000000888e+00 -1.680000000000000000e+02 5.400000000000000355e-01
3.750000000000000888e+00 -1.360000000000000000e+02 2.999999999999999889e-01
3.750000000000000888e+00 -1.520000000000000000e+02 4.000000000000000222e-01
3.750000000000000888e+00 -1.280000000000000000e+02 4.000000000000000083e-02
3.750000000000000888e+00 -1.520000000000000000e+02 2.800000000000000266e-01
3.750000000000000888e+00 -1.360000000000000000e+02 2.600000000000000089e-01
3.700000000000001066e+00 -2.000000000000000000e+02 5.999999999999999778e-01
3.700000000000001066e+00 -7.200000000000000000e+01 0.000000000000000000e+00
3.700000000000001066e+00 -1.280000000000000000e+02 2.200000000000000011e-01
3.700000000000001066e+00 -1.680000000000000000e+02 1.199999999999999956e-01
3.700000000000001066e+00 -1.280000000000000000e+02 5.999999999999999778e-02
3.700000000000001066e+00 -1.360000000000000000e+02 2.600000000000000089e-01
3.700000000000001066e+00 -1.280000000000000000e+02 4.000000000000000083e-02
3.700000000000001066e+00 -1.520000000000000000e+02 4.000000000000000083e-02
3.700000000000001066e+00 -9.600000000000000000e+01 4.000000000000000083e-02
3.700000000000001066e+00 -1.360000000000000000e+02 5.000000000000000000e-01
3.700000000000001066e+00 -1.520000000000000000e+02 2.000000000000000111e-01
3.700000000000001066e+00 -1.600000000000000000e+02 5.200000000000000178e-01
3.700000000000001066e+00 -1.680000000000000000e+02 4.199999999999999845e-01
3.700000000000001066e+00 -1.680000000000000000e+02 2.600000000000000089e-01
3.700000000000001066e+00 -1.040000000000000000e+02 1.400000000000000133e-01
3.700000000000001066e+00 -1.280000000000000000e+02 1.600000000000000033e-01
3.700000000000001066e+00 -7.200000000000000000e+01 3.200000000000000067e-01
3.700000000000001066e+00 -4.800000000000000000e+01 0.000000000000000000e+00
3.700000000000001066e+00 -1.120000000000000000e+02 4.000000000000000222e-01
3.700000000000001066e+00 -1.920000000000000000e+02 5.799999999999999600e-01
3.650000000000001243e+00 -6.400000000000000000e+01 5.999999999999999778e-02
3.650000000000001243e+00 -6.400000000000000000e+01 0.000000000000000000e+00
3.650000000000001243e+00 -1.520000000000000000e+02 1.199999999999999956e-01
3.650000000000001243e+00 -1.120000000000000000e+02 4.000000000000000083e-02
3.650000000000001243e+00 -1.200000000000000000e+02 1.000000000000000056e-01
3.650000000000001243e+00 -1.360000000000000000e+02 2.200000000000000011e-01
3.650000000000001243e+00 -1.440000000000000000e+02 1.600000000000000033e-01
3.650000000000001243e+00 -1.280000000000000000e+02 4.600000000000000200e-01
3.650000000000001243e+00 -1.600000000000000000e+02 2.000000000000000042e-02
3.650000000000001243e+00 -1.200000000000000000e+02 2.399999999999999911e-01
3.650000000000001243e+00 -1.760000000000000000e+02 3.400000000000000244e-01
3.650000000000001243e+00 -1.120000000000000000e+02 4.199999999999999845e-01
3.650000000000001243e+00 -1.360000000000000000e+02 3.599999999999999867e-01
3.650000000000001243e+00 -1.040000000000000000e+02 1.600000000000000033e-01
3.650000000000001243e+00 -1.600000000000000000e+02 1.000000000000000056e-01
3.650000000000001243e+00 -1.600000000000000000e+02 2.000000000000000042e-02
3.650000000000001243e+00 -1.280000000000000000e+02 2.000000000000000042e-02
3.650000000000001243e+00 -8.800000000000000000e+01 1.799999999999999933e-01
3.650000000000001243e+00 -1.360000000000000000e+02 3.400000000000000244e-01
3.650000000000001243e+00 -7.200000000000000000e+01 1.600000000000000033e-01
3.600000000000001421e+00 -1.360000000000000000e+02 4.000000000000000083e-02
3.600000000000001421e+00 -9.600000000000000000e+01 3.200000000000000067e-01
3.600000000000001421e+00 -1.040000000000000000e+02 1.000000000000000056e-01
3.600000000000001421e+00 -1.760000000000000000e+02 1.799999999999999933e-01
3.600000000000001421e+00 -1.760000000000000000e+02 2.200000000000000011e-01
3.600000000000001421e+00 -1.280000000000000000e+02 2.000000000000000111e-01
3.600000000000001421e+00 -1.440000000000000000e+02 1.600000000000000033e-01
3.600000000000001421e+00 -1.280000000000000000e+02 3.200000000000000067e-01
3.600000000000001421e+00 -1.760000000000000000e+02 1.600000000000000033e-01
3.600000000000001421e+00 -1.360000000000000000e+02 2.000000000000000111e-01
3.600000000000001421e+00 -1.840000000000000000e+02 4.000000000000000222e-01
3.600000000000001421e+00 -1.360000000000000000e+02 0.000000000000000000e+00
3.600000000000001421e+00 -1.440000000000000000e+02 1.799999999999999933e-01
3.600000000000001421e+00 -1.440000000000000000e+02 0.000000000000000000e+00
3.600000000000001421e+00 -2.000000000000000000e+02 8.000000000000000167e-02
3.600000000000001421e+00 -8.800000000000000000e+01 0.000000000000000000e+00
3.600000000000001421e+00 -1.120000000000000000e+02 8.000000000000000167e-02
3.600000000000001421e+00 -1.200000000000000000e+02 3.200000000000000067e-01
3.600000000000001421e+00 -2.080000000000000000e+02 4.199999999999999845e-01
3.600000000000001421e+00 -1.200000000000000000e+02 8.000000000000000167e-02
3.550000000000001599e+00 -1.760000000000000000e+02 4.000000000000000083e-02
3.550000000000001599e+00 -1.200000000000000000e+02 2.399999999999999911e-01
3.550000000000001599e+00 -1.920000000000000000e+02 4.799999999999999822e-01
3.550000000000001599e+00 -1.200000000000000000e+02 2.600000000000000089e-01
3.550000000000001599e+00 -1.040000000000000000e+02 1.000000000000000056e-01
3.550000000000001599e+00 -1.200000000000000000e+02 3.400000000000000244e-01
3.550000000000001599e+00 -9.600000000000000000e+01 3.400000000000000244e-01
3.550000000000001599e+00 -1.360000000000000000e+02 8.000000000000000167e-02
3.550000000000001599e+00 -1.440000000000000000e+02 1.000000000000000056e-01
3.550000000000001599e+00 -1.760000000000000000e+02 5.000000000000000000e-01
3.550000000000001599e+00 -8.800000000000000000e+01 4.000000000000000083e-02
3.550000000000001599e+00 -1.840000000000000000e+02 1.000000000000000056e-01
3.550000000000001599e+00 -1.840000000000000000e+02 1.600000000000000033e-01
3.550000000000001599e+00 -1.600000000000000000e+02 5.999999999999999778e-02
3.550000000000001599e+00 -7.200000000000000000e+01 2.200000000000000011e-01
3.550000000000001599e+00 -1.520000000000000000e+02 1.799999999999999933e-01
3.550000000000001599e+00 -1.760000000000000000e+02 2.000000000000000042e-02
3.550000000000001599e+00 -1.600000000000000000e+02 2.000000000000000042e-02
3.550000000000001599e+00 -1.280000000000000000e+02 1.400000000000000133e-01
3.550000000000001599e+00 -1.280000000000000000e+02 4.199999999999999845e-01
3.500000000000001776e+00 -6.400000000000000000e+01 4.000000000000000083e-02
3.500000000000001776e+00 -1.120000000000000000e+02 2.000000000000000042e-02
3.500000000000001776e+00 -1.520000000000000000e+02 2.399999999999999911e-01
3.500000000000001776e+00 -1.280000000000000000e+02 1.600000000000000033e-01
3.500000000000001776e+00 -5.600000000000000000e+01 1.199999999999999956e-01
3.500000000000001776e+00 -1.520000000000000000e+02 1.000000000000000056e-01
3.500000000000001776e+00 -1.520000000000000000e+02 1.799999999999999933e-01
3.500000000000001776e+00 -1.360000000000000000e+02 2.399999999999999911e-01
3.500000000000001776e+00 -1.520000000000000000e+02 1.000000000000000056e-01
3.500000000000001776e+00 -1.360000000000000000e+02 2.399999999999999911e-01
3.500000000000001776e+00 -1.280000000000000000e+02 2.399999999999999911e-01
3.500000000000001776e+00 -1.360000000000000000e+02 3.400000000000000244e-01
3.500000000000001776e+00 -1.520000000000000000e+02 1.199999999999999956e-01
3.500000000000001776e+00 -1.280000000000000000e+02 1.400000000000000133e-01
3.500000000000001776e+00 -1.440000000000000000e+02 2.999999999999999889e-01
3.500000000000001776e+00 -1.360000000000000000e+02 2.000000000000000111e-01
3.500000000000001776e+00 -8.800000000000000000e+01 1.600000000000000033e-01
3.500000000000001776e+00 -1.360000000000000000e+02 1.000000000000000056e-01
3.500000000000001776e+00 -1.120000000000000000e+02 3.200000000000000067e-01
3.500000000000001776e+00 -1.440000000000000000e+02 2.399999999999999911e-01
3.450000000000001954e+00 -1.360000000000000000e+02 4.600000000000000200e-01
3.450000000000001954e+00 -8.800000000000000000e+01 2.000000000000000111e-01
3.450000000000001954e+00 -1.120000000000000000e+02 3.800000000000000044e-01
3.450000000000001954e+00 -1.280000000000000000e+02 2.999999999999999889e-01
3.450000000000001954e+00 -1.440000000000000000e+02 5.999999999999999778e-02
3.450000000000001954e+00 -1.360000000000000000e+02 2.000000000000000111e-01
3.450000000000001954e+00 -1.200000000000000000e+02 4.000000000000000083e-02
3.450000000000001954e+00 -1.680000000000000000e+02 3.800000000000000044e-01
3.450000000000001954e+00 -9.600000000000000000e+01 2.000000000000000042e-02
3.450000000000001954e+00 -1.280000000000000000e+02 1.799999999999999933e-01
3.450000000000001954e+00 -1.200000000000000000e+02 3.599999999999999867e-01
3.450000000000001954e+00 -1.200000000000000000e+02 4.799999999999999822e-01
3.450000000000001954e+00 -1.680000000000000000e+02 4.199999999999999845e-01
3.450000000000001954e+00 -1.040000000000000000e+02 1.199999999999999956e-01
3.450000000000001954e+00 -1.360000000000000000e+02 8.000000000000000167e-02
3.450000000000001954e+00 -1.280000000000000000e+02 0.000000000000000000e+00
3.450000000000001954e+00 -1.840000000000000000e+02 1.400000000000000133e-01
3.450000000000001954e+00 -1.760000000000000000e+02 4.000000000000000222e-01
3.450000000000001954e+00 -1.440000000000000000e+02 2.800000000000000266e-01
3.450000000000001954e+00 -9.600000000000000000e+01 2.200000000000000011e-01
3.400000000000002132e+00 -1.360000000000000000e+02 1.400000000000000133e-01
3.400000000000002132e+00 -1.200000000000000000e+02 2.000000000000000111e-01
3.400000000000002132e+00 -1.040000000000000000e+02 4.000000000000000083e-02
3.400000000000002132e+00 -2.320000000000000000e+02 1.600000000000000033e-01
3.400000000000002132e+00 -1.200000000000000000e+02 2.200000000000000011e-01
3.400000000000002132e+00 -1.600000000000000000e+02 2.399999999999999911e-01
3.400000000000002132e+00 -1.200000000000000000e+02 2.000000000000000042e-02
3.400000000000002132e+00 -2.400000000000000000e+02 5.400000000000000355e-01
3.400000000000002132e+00 -1.280000000000000000e+02 2.999999999999999889e-01
3.400000000000002132e+00 -1.600000000000000000e+02 8.000000000000000167e-02
3.400000000000002132e+00 -1.360000000000000000e+02 1.600000000000000033e-01
3.400000000000002132e+00 -1.440000000000000000e+02 4.600000000000000200e-01
3.400000000000002132e+00 -1.200000000000000000e+02 4.799999999999999822e-01
3.400000000000002132e+00 -1.200000000000000000e+02 1.000000000000000056e-01
3.400000000000002132e+00 -1.600000000000000000e+02 1.799999999999999933e-01
3.400000000000002132e+00 -1.040000000000000000e+02 2.200000000000000011e-01
3.400000000000002132e+00 -1.360000000000000000e+02 1.199999999999999956e-01
3.400000000000002132e+00 -1.280000000000000000e+02 4.199999999999999845e-01
3.400000000000002132e+00 -1.840000000000000000e+02 5.200000000000000178e-01
3.400000000000002132e+00 -1.600000000000000000e+02 4.600000000000000200e-01
3.350000000000002309e+00 -1.120000000000000000e+02 5.999999999999999778e-02
3.350000000000002309e+00 -1.760000000000000000e+02 2.800000000000000266e-01
3.350000000000002309e+00 -2.160000000000000000e+02 6.800000000000000488e-01
3.350000000000002309e+00 -1.440000000000000000e+02 4.400000000000000022e-01
3.350000000000002309e+00 -2.000000000000000000e+02 5.600000000000000533e-01
3.350000000000002309e+00 -1.520000000000000000e+02 1.600000000000000033e-01
3.350000000000002309e+00 -9.600000000000000000e+01 1.400000000000000133e-01
3.350000000000002309e+00 -1.680000000000000000e+02 4.000000000000000083e-02
3.350000000000002309e+00 -1.600000000000000000e+02 1.199999999999999956e-01
3.350000000000002309e+00 -1.840000000000000000e+02 0.000000000000000000e+00
3.350000000000002309e+00 -1.440000000000000000e+02 2.800000000000000266e-01
3.350000000000002309e+00 -1.360000000000000000e+02 1.400000000000000133e-01
3.350000000000002309e+00 -1.040000000000000000e+02 2.800000000000000266e-01
3.350000000000002309e+00 -1.200000000000000000e+02 4.000000000000000083e-02
3.350000000000002309e+00 -8.800000000000000000e+01 1.000000000000000056e-01
3.350000000000002309e+00 -2.160000000000000000e+02 4.799999999999999822e-01
3.350000000000002309e+00 -1.600000000000000000e+02 4.000000000000000083e-02
3.350000000000002309e+00 -1.280000000000000000e+02 2.200000000000000011e-01
3.350000000000002309e+00 -2.160000000000000000e+02 5.000000000000000000e-01
3.350000000000002309e+00 -1.600000000000000000e+02 2.200000000000000011e-01
3.300000000000002487e+00 -2.000000000000000000e+02 5.000000000000000000e-01
3.300000000000002487e+00 -1.440000000000000000e+02 2.800000000000000266e-01
3.300000000000002487e+00 -1.280000000000000000e+02 1.799999999999999933e-01
3.300000000000002487e+00 -1.280000000000000000e+02 5.999999999999999778e-02
3.300000000000002487e+00 -1.120000000000000000e+02 1.400000000000000133e-01
3.300000000000002487e+00 -1.760000000000000000e+02 5.999999999999999778e-02
3.300000000000002487e+00 -1.040000000000000000e+02 1.000000000000000056e-01
3.300000000000002487e+00 -1.280000000000000000e+02 4.000000000000000083e-02
3.300000000000002487e+00 -1.280000000000000000e+02 3.599999999999999867e-01
3.300000000000002487e+00 -1.360000000000000000e+02 2.000000000000000111e-01
3.300000000000002487e+00 -1.520000000000000000e+02 1.000000000000000056e-01
3.300000000000002487e+00 -1.600000000000000000e+02 4.600000000000000200e-01
3.300000000000002487e+00 -1.760000000000000000e+02 3.599999999999999867e-01
3.300000000000002487e+00 -1.520000000000000000e+02 2.200000000000000011e-01
3.300000000000002487e+00 -1.200000000000000000e+02 4.600000000000000200e-01
3.300000000000002487e+00 -1.520000000000000000e+02 1.600000000000000033e-01
3.300000000000002487e+00 -1.520000000000000000e+02 5.999999999999999778e-02
3.300000000000002487e+00 -1.120000000000000000e+02 1.199999999999999956e-01
3.300000000000002487e+00 -1.360000000000000000e+02 1.799999999999999933e-01
3.300000000000002487e+00 -8.800000000000000000e+01 1.000000000000000056e-01
3.250000000000002665e+00 -1.520000000000000000e+02 1.000000000000000056e-01
3.250000000000002665e+00 -2.080000000000000000e+02 3.800000000000000044e-01
3.250000000000002665e+00 -1.280000000000000000e+02 2.399999999999999911e-01
3.250000000000002665e+00 -1.520000000000000000e+02 1.000000000000000056e-01
3.250000000000002665e+00 -1.600000000000000000e+02 2.800000000000000266e-01
3.250000000000002665e+00 -2.320000000000000000e+02 6.999999999999999556e-01
3.250000000000002665e+00 -2.000000000000000000e+02 2.399999999999999911e-01
3.250000000000002665e+00 -1.120000000000000000e+02 1.600000000000000033e-01
3.250000000000002665e+00 -8.000000000000000000e+01 2.399999999999999911e-01
3.250000000000002665e+00 -1.040000000000000000e+02 1.799999999999999933e-01
3.250000000000002665e+00 -1.440000000000000000e+02 3.599999999999999867e-01
3.250000000000002665e+00 -9.600000000000000000e+01 1.199999999999999956e-01
3.250000000000002665e+00 -1.440000000000000000e+02 2.800000000000000266e-01
3.250000000000002665e+00 -1.200000000000000000e+02 4.000000000000000083e-02
3.250000000000002665e+00 -2.160000000000000000e+02 5.999999999999999778e-01
3.250000000000002665e+00 -1.360000000000000000e+02 2.999999999999999889e-01
3.250000000000002665e+00 -1.360000000000000000e+02 1.600000000000000033e-01
3.250000000000002665e+00 -1.280000000000000000e+02 1.000000000000000056e-01
3.250000000000002665e+00 -1.520000000000000000e+02 1.600000000000000033e-01
3.250000000000002665e+00 -2.080000000000000000e+02 5.799999999999999600e-01
3.200000000000002842e+00 -1.600000000000000000e+02 3.800000000000000044e-01
3.200000000000002842e+00 -1.600000000000000000e+02 3.599999999999999867e-01
3.200000000000002842e+00 -1.040000000000000000e+02 1.400000000000000133e-01
3.200000000000002842e+00 -1.760000000000000000e+02 4.799999999999999822e-01
3.200000000000002842e+00 -1.600000000000000000e+02 5.400000000000000355e-01
3.200000000000002842e+00 -1.520000000000000000e+02 3.599999999999999867e-01
3.200000000000002842e+00 -1.600000000000000000e+02 4.000000000000000222e-01
3.200000000000002842e+00 -1.840000000000000000e+02 3.200000000000000067e-01
3.200000000000002842e+00 -1.280000000000000000e+02 1.199999999999999956e-01
3.200000000000002842e+00 -1.520000000000000000e+02 3.800000000000000044e-01
3.200000000000002842e+00 -1.520000000000000000e+02 2.399999999999999911e-01
3.200000000000002842e+00 -1.040000000000000000e+02 1.600000000000000033e-01
3.200000000000002842e+00 -1.200000000000000000e+02 5.999999999999999778e-02
3.200000000000002842e+00 -2.080000000000000000e+02 5.600000000000000533e-01
3.200000000000002842e+00 -5.600000000000000000e+01 1.000000000000000056e-01
3.200000000000002842e+00 -1.440000000000000000e+02 2.000000000000000042e-02
3.200000000000002842e+00 -9.600000000000000000e+01 2.000000000000000042e-02
3.200000000000002842e+00 -1.520000000000000000e+02 3.400000000000000244e-01
3.200000000000002842e+00 -1.200000000000000000e+02 3.400000000000000244e-01
3.200000000000002842e+00 -1.600000000000000000e+02 2.999999999999999889e-01
3.150000000000003020e+00 -2.000000000000000000e+02 4.799999999999999822e-01
3.150000000000003020e+00 -8.000000000000000000e+01 1.199999999999999956e-01
3.150000000000003020e+00 -1.360000000000000000e+02 5.999999999999999778e-02
3.150000000000003020e+00 -1.840000000000000000e+02 4.600000000000000200e-01
3.150000000000003020e+00 -1.200000000000000000e+02 2.000000000000000111e-01
3.150000000000003020e+00 -2.000000000000000000e+02 3.400000000000000244e-01
3.150000000000003020e+00 -1.440000000000000000e+02 4.400000000000000022e-01
3.150000000000003020e+00 -1.280000000000000000e+02 1.799999999999999933e-01
3.150000000000003020e+00 -1.120000000000000000e+02 1.600000000000000033e-01
3.150000000000003020e+00 -1.760000000000000000e+02 2.399999999999999911e-01
3.150000000000003020e+00 -8.000000000000000000e+01 1.199999999999999956e-01
3.150000000000003020e+00 -1.440000000000000000e+02 2.200000000000000011e-01
3.150000000000003020e+00 -1.280000000000000000e+02 3.400000000000000244e-01
3.150000000000003020e+00 -1.600000000000000000e+02 2.200000000000000011e-01
3.150000000000003020e+00 -1.120000000000000000e+02 4.000000000000000083e-02
3.150000000000003020e+00 -1.200000000000000000e+02 2.000000000000000111e-01
3.150000000000003020e+00 -2.080000000000000000e+02 5.400000000000000355e-01
3.150000000000003020e+00 -1.120000000000000000e+02 3.599999999999999867e-01
3.150000000000003020e+00 -1.600000000000000000e+02 1.199999999999999956e-01
3.150000000000003020e+00 -1.440000000000000000e+02 2.399999999999999911e-01
3.100000000000003197e+00 -1.680000000000000000e+02 2.000000000000000042e-02
3.100000000000003197e+00 -1.680000000000000000e+02 3.200000000000000067e-01
3.100000000000003197e+00 -1.200000000000000000e+02 2.000000000000000042e-02
3.100000000000003197e+00 -2.000000000000000000e+02 5.200000000000000178e-01
3.100000000000003197e+00 -2.560000000000000000e+02 5.999999999999999778e-01
3.100000000000003197e+00 -8.800000000000000000e+01 0.000000000000000000e+00
3.100000000000003197e+00 -1.280000000000000000e+02 4.000000000000000222e-01
3.100000000000003197e+00 -7.200000000000000000e+01 1.600000000000000033e-01
3.100000000000003197e+00 -2.400000000000000000e+02 5.400000000000000355e-01
3.100000000000003197e+00 -1.360000000000000000e+02 3.400000000000000244e-01
3.100000000000003197e+00 -1.360000000000000000e+02 3.599999999999999867e-01
3.100000000000003197e+00 -1.520000000000000000e+02 8.000000000000000167e-02
3.100000000000003197e+00 -2.080000000000000000e+02 4.000000000000000222e-01
3.100000000000003197e+00 -1.520000000000000000e+02 5.999999999999999778e-02
3.100000000000003197e+00 -1.440000000000000000e+02 3.400000000000000244e-01
3.100000000000003197e+00 -1.360000000000000000e+02 8.000000000000000167e-02
3.100000000000003197e+00 -1.760000000000000000e+02 2.000000000000000111e-01
