# Temperature Energy Magnetization
3.100000000000003197e+00 -2.320000000000000000e+02 5.600000000000000533e-01
3.100000000000003197e+00 -2.240000000000000000e+02 6.600000000000000311e-01
3.100000000000003197e+00 -1.920000000000000000e+02 3.200000000000000067e-01
3.050000000000003375e+00 -1.440000000000000000e+02 2.600000000000000089e-01
3.050000000000003375e+00 -1.840000000000000000e+02 4.199999999999999845e-01
3.050000000000003375e+00 -1.200000000000000000e+02 1.799999999999999933e-01
3.050000000000003375e+00 -1.520000000000000000e+02 2.000000000000000042e-02
3.050000000000003375e+00 -1.440000000000000000e+02 3.800000000000000044e-01
3.050000000000003375e+00 -1.120000000000000000e+02 1.199999999999999956e-01
3.050000000000003375e+00 -2.000000000000000000e+02 3.200000000000000067e-01
3.050000000000003375e+00 -1.680000000000000000e+02 2.600000000000000089e-01
3.050000000000003375e+00 -1.280000000000000000e+02 2.000000000000000042e-02
3.050000000000003375e+00 -1.040000000000000000e+02 2.000000000000000111e-01
3.050000000000003375e+00 -1.360000000000000000e+02 0.000000000000000000e+00
3.050000000000003375e+00 -1.680000000000000000e+02 1.799999999999999933e-01
3.050000000000003375e+00 -1.920000000000000000e+02 5.400000000000000355e-01
3.050000000000003375e+00 -1.520000000000000000e+02 0.000000000000000000e+00
3.050000000000003375e+00 -1.120000000000000000e+02 4.000000000000000083e-02
3.050000000000003375e+00 -1.520000000000000000e+02 2.800000000000000266e-01
3.050000000000003375e+00 -2.160000000000000000e+02 3.800000000000000044e-01
3.050000000000003375e+00 -1.760000000000000000e+02 4.400000000000000022e-01
3.050000000000003375e+00 -1.440000000000000000e+02 3.200000000000000067e-01
3.050000000000003375e+00 -1.600000000000000000e+02 5.999999999999999778e-02
3.000000000000003553e+00 -1.920000000000000000e+02 6.199999999999999956e-01
3.000000000000003553e+00 -2.400000000000000000e+02 6.800000000000000488e-01
3.000000000000003553e+00 -1.760000000000000000e+02 1.600000000000000033e-01
3.000000000000003553e+00 -2.480000000000000000e+02 3.400000000000000244e-01
3.000000000000003553e+00 -1.280000000000000000e+02 3.200000000000000067e-01
3.000000000000003553e+00 -1.920000000000000000e+02 1.799999999999999933e-01
3.000000000000003553e+00 -1.360000000000000000e+02 4.000000000000000222e-01
3.000000000000003553e+00 -2.000000000000000000e+02 5.600000000000000533e-01
3.000000000000003553e+00 -1.440000000000000000e+02 1.400000000000000133e-01
3.000000000000003553e+00 -1.200000000000000000e+02 1.400000000000000133e-01
3.000000000000003553e+00 -1.120000000000000000e+02 4.000000000000000083e-02
3.000000000000003553e+00 -2.080000000000000000e+02 1.600000000000000033e-01
3.000000000000003553e+00 -2.160000000000000000e+02 1.600000000000000033e-01
3.000000000000003553e+00 -1.200000000000000000e+02 1.199999999999999956e-01
3.000000000000003553e+00 -1.840000000000000000e+02 8.000000000000000167e-02
3.000000000000003553e+00 -1.440000000000000000e+02 1.799999999999999933e-01
3.000000000000003553e+00 -1.520000000000000000e+02 2.000000000000000042e-02
3.000000000000003553e+00 -1.120000000000000000e+02 2.600000000000000089e-01
3.000000000000003553e+00 -1.760000000000000000e+02 5.200000000000000178e-01
3.000000000000003553e+00 -1.760000000000000000e+02 3.200000000000000067e-01
2.950000000000003730e+00 -2.480000000000000000e+02 2.399999999999999911e-01
2.950000000000003730e+00 -2.160000000000000000e+02 2.000000000000000042e-02
2.950000000000003730e+00 -1.600000000000000000e+02 3.599999999999999867e-01
2.950000000000003730e+00 -1.360000000000000000e+02 4.199999999999999845e-01
2.950000000000003730e+00 -1.600000000000000000e+02 2.399999999999999911e-01
2.950000000000003730e+00 -8.800000000000000000e+01 2.000000000000000042e-02
2.950000000000003730e+00 -1.840000000000000000e+02 5.000000000000000000e-01
2.950000000000003730e+00 -1.200000000000000000e+02 4.000000000000000083e-02
2.950000000000003730e+00 -2.320000000000000000e+02 5.000000000000000000e-01
2.950000000000003730e+00 -1.440000000000000000e+02 4.000000000000000222e-01
2.950000000000003730e+00 -1.360000000000000000e+02 2.399999999999999911e-01
2.950000000000003730e+00 -2.080000000000000000e+02 1.199999999999999956e-01
2.950000000000003730e+00 -2.000000000000000000e+02 2.800000000000000266e-01
2.950000000000003730e+00 -1.680000000000000000e+02 8.000000000000000167e-02
2.950000000000003730e+00 -1.680000000000000000e+02 1.799999999999999933e-01
2.950000000000003730e+00 -1.760000000000000000e+02 2.200000000000000011e-01
2.950000000000003730e+00 -1.200000000000000000e+02 1.199999999999999956e-01
2.950000000000003730e+00 -1.520000000000000000e+02 1.799999999999999933e-01
2.950000000000003730e+00 -1.680000000000000000e+02 2.999999999999999889e-01
2.950000000000003730e+00 -8.800000000000000000e+01 4.000000000000000083e-02
2.900000000000003908e+00 -1.840000000000000000e+02 4.000000000000000083e-02
2.900000000000003908e+00 -1.760000000000000000e+02 4.000000000000000083e-02
2.900000000000003908e+00 -1.120000000000000000e+02 8.000000000000000167e-02
2.900000000000003908e+00 -1.680000000000000000e+02 3.599999999999999867e-01
2.900000000000003908e+00 -1.520000000000000000e+02 1.199999999999999956e-01
2.900000000000003908e+00 -2.160000000000000000e+02 1.600000000000000033e-01
2.900000000000003908e+00 -1.520000000000000000e+02 8.000000000000000167e-02
2.900000000000003908e+00 -1.520000000000000000e+02 2.800000000000000266e-01
2.900000000000003908e+00 -2.000000000000000000e+02 1.600000000000000033e-01
2.900000000000003908e+00 -2.240000000000000000e+02 1.000000000000000056e-01
2.900000000000003908e+00 -1.200000000000000000e+02 1.000000000000000056e-01
2.900000000000003908e+00 -1.760000000000000000e+02 2.999999999999999889e-01
2.900000000000003908e+00 -1.920000000000000000e+02 3.200000000000000067e-01
2.900000000000003908e+00 -2.480000000000000000e+02 1.400000000000000133e-01
2.900000000000003908e+00 -2.000000000000000000e+02 1.600000000000000033e-01
2.900000000000003908e+00 -9.600000000000000000e+01 0.000000000000000000e+00
2.900000000000003908e+00 -1.520000000000000000e+02 2.600000000000000089e-01
2.900000000000003908e+00 -1.680000000000000000e+02 2.800000000000000266e-01
2.900000000000003908e+00 -2.160000000000000000e+02 1.400000000000000133e-01
2.900000000000003908e+00 -1.360000000000000000e+02 8.000000000000000167e-02
2.850000000000004086e+00 -2.240000000000000000e+02 6.199999999999999956e-01
2.850000000000004086e+00 -2.160000000000000000e+02 5.400000000000000355e-01
2.850000000000004086e+00 -2.240000000000000000e+02 5.600000000000000533e-01
2.850000000000004086e+00 -2.480000000000000000e+02 6.999999999999999556e-01
2.850000000000004086e+00 -1.840000000000000000e+02 4.000000000000000083e-02
2.850000000000004086e+00 -1.920000000000000000e+02 6.199999999999999956e-01
2.850000000000004086e+00 -2.080000000000000000e+02 4.400000000000000022e-01
2.850000000000004086e+00 -1.120000000000000000e+02 2.800000000000000266e-01
2.850000000000004086e+00 -2.000000000000000000e+02 4.600000000000000200e-01
2.850000000000004086e+00 -9.600000000000000000e+01 2.000000000000000042e-02
2.850000000000004086e+00 -2.080000000000000000e+02 3.200000000000000067e-01
2.850000000000004086e+00 -2.080000000000000000e+02 4.000000000000000222e-01
2.850000000000004086e+00 -2.000000000000000000e+02 4.600000000000000200e-01
2.850000000000004086e+00 -1.840000000000000000e+02 8.000000000000000167e-02
2.850000000000004086e+00 -2.320000000000000000e+02 2.999999999999999889e-01
2.850000000000004086e+00 -1.840000000000000000e+02 1.400000000000000133e-01
2.850000000000004086e+00 -1.840000000000000000e+02 4.799999999999999822e-01
2.850000000000004086e+00 -2.640000000000000000e+02 7.600000000000000089e-01
2.850000000000004086e+00 -1.440000000000000000e+02 3.599999999999999867e-01
2.850000000000004086e+00 -1.440000000000000000e+02 2.000000000000000111e-01
2.800000000000004263e+00 -2.080000000000000000e+02 2.000000000000000111e-01
2.800000000000004263e+00 -1.600000000000000000e+02 8.000000000000000167e-02
2.800000000000004263e+00 -1.760000000000000000e+02 4.199999999999999845e-01
2.800000000000004263e+00 -1.600000000000000000e+02 2.000000000000000042e-02
2.800000000000004263e+00 -2.000000000000000000e+02 4.199999999999999845e-01
2.800000000000004263e+00 -2.240000000000000000e+02 6.400000000000000133e-01
2.800000000000004263e+00 -1.600000000000000000e+02 4.799999999999999822e-01
2.800000000000004263e+00 -2.800000000000000000e+02 7.199999999999999734e-01
2.800000000000004263e+00 -2.080000000000000000e+02 3.599999999999999867e-01
2.800000000000004263e+00 -1.920000000000000000e+02 1.799999999999999933e-01
2.800000000000004263e+00 -1.840000000000000000e+02 5.200000000000000178e-01
2.800000000000004263e+00 -2.320000000000000000e+02 5.999999999999999778e-01
2.800000000000004263e+00 -2.240000000000000000e+02 5.999999999999999778e-01
2.800000000000004263e+00 -2.960000000000000000e+02 8.199999999999999512e-01
2.800000000000004263e+00 -1.840000000000000000e+02 2.600000000000000089e-01
2.800000000000004263e+00 -1.680000000000000000e+02 2.000000000000000042e-02
2.800000000000004263e+00 -1.680000000000000000e+02 4.799999999999999822e-01
2.800000000000004263e+00 -1.600000000000000000e+02 2.600000000000000089e-01
2.800000000000004263e+00 -2.320000000000000000e+02 1.000000000000000056e-01
2.800000000000004263e+00 -1.680000000000000000e+02 1.400000000000000133e-01
2.750000000000004441e+00 -1.920000000000000000e+02 3.400000000000000244e-01
2.750000000000004441e+00 -1.920000000000000000e+02 2.000000000000000111e-01
2.750000000000004441e+00 -1.520000000000000000e+02 2.200000000000000011e-01
2.750000000000004441e+00 -1.200000000000000000e+02 4.000000000000000083e-02
2.750000000000004441e+00 -2.000000000000000000e+02 4.000000000000000083e-02
2.750000000000004441e+00 -1.360000000000000000e+02 4.799999999999999822e-01
2.750000000000004441e+00 -1.440000000000000000e+02 2.600000000000000089e-01
2.750000000000004441e+00 -1.680000000000000000e+02 3.400000000000000244e-01
2.750000000000004441e+00 -1.680000000000000000e+02 4.000000000000000083e-02
2.750000000000004441e+00 -1.680000000000000000e+02 3.200000000000000067e-01
2.750000000000004441e+00 -1.600000000000000000e+02 4.000000000000000083e-02
2.750000000000004441e+00 -1.520000000000000000e+02 1.000000000000000056e-01
2.750000000000004441e+00 -1.360000000000000000e+02 8.000000000000000167e-02
2.750000000000004441e+00 -1.760000000000000000e+02 2.200000000000000011e-01
2.750000000000004441e+00 -1.680000000000000000e+02 3.800000000000000044e-01
2.750000000000004441e+00 -2.640000000000000000e+02 6.400000000000000133e-01
2.750000000000004441e+00 -2.960000000000000000e+02 8.199999999999999512e-01
2.750000000000004441e+00 -2.000000000000000000e+02 5.200000000000000178e-01
2.750000000000004441e+00 -1.920000000000000000e+02 6.199999999999999956e-01
2.750000000000004441e+00 -2.000000000000000000e+02 1.600000000000000033e-01
2.700000000000004619e+00 -1.840000000000000000e+02 4.799999999999999822e-01
2.700000000000004619e+00 -2.000000000000000000e+02 4.799999999999999822e-01
2.700000000000004619e+00 -2.160000000000000000e+02 4.400000000000000022e-01
2.700000000000004619e+00 -1.920000000000000000e+02 1.199999999999999956e-01
2.700000000000004619e+00 -2.480000000000000000e+02 1.400000000000000133e-01
2.700000000000004619e+00 -1.680000000000000000e+02 2.399999999999999911e-01
2.700000000000004619e+00 -1.840000000000000000e+02 2.200000000000000011e-01
2.700000000000004619e+00 -1.840000000000000000e+02 2.200000000000000011e-01
2.700000000000004619e+00 -1.680000000000000000e+02 3.400000000000000244e-01
2.700000000000004619e+00 -1.680000000000000000e+02 5.200000000000000178e-01
2.700000000000004619e+00 -2.240000000000000000e+02 4.799999999999999822e-01
2.700000000000004619e+00 -2.000000000000000000e+02 1.199999999999999956e-01
2.700000000000004619e+00 -1.600000000000000000e+02 2.000000000000000111e-01
2.700000000000004619e+00 -1.680000000000000000e+02 4.199999999999999845e-01
2.700000000000004619e+00 -3.680000000000000000e+02 9.599999999999999645e-01
2.700000000000004619e+00 -2.400000000000000000e+02 7.399999999999999911e-01
2.700000000000004619e+00 -2.000000000000000000e+02 3.599999999999999867e-01
2.700000000000004619e+00 -1.840000000000000000e+02 3.200000000000000067e-01
2.700000000000004619e+00 -1.920000000000000000e+02 5.999999999999999778e-02
2.700000000000004619e+00 -2.240000000000000000e+02 6.600000000000000311e-01
2.650000000000004796e+00 -1.840000000000000000e+02 4.000000000000000222e-01
2.650000000000004796e+00 -2.080000000000000000e+02 4.600000000000000200e-01
2.650000000000004796e+00 -2.240000000000000000e+02 4.600000000000000200e-01
2.650000000000004796e+00 -1.760000000000000000e+02 2.200000000000000011e-01
2.650000000000004796e+00 -2.240000000000000000e+02 4.000000000000000083e-02
2.650000000000004796e+00 -1.600000000000000000e+02 5.200000000000000178e-01
2.650000000000004796e+00 -2.160000000000000000e+02 1.799999999999999933e-01
2.650000000000004796e+00 -2.640000000000000000e+02 5.999999999999999778e-01
2.650000000000004796e+00 -2.240000000000000000e+02 5.799999999999999600e-01
2.650000000000004796e+00 -2.240000000000000000e+02 5.600000000000000533e-01
2.650000000000004796e+00 -1.520000000000000000e+02 8.000000000000000167e-02
2.650000000000004796e+00 -2.080000000000000000e+02 2.999999999999999889e-01
2.650000000000004796e+00 -1.680000000000000000e+02 2.000000000000000111e-01
2.650000000000004796e+00 -2.560000000000000000e+02 7.199999999999999734e-01
2.650000000000004796e+00 -1.440000000000000000e+02 2.399999999999999911e-01
2.650000000000004796e+00 -2.640000000000000000e+02 5.400000000000000355e-01
2.650000000000004796e+00 -2.640000000000000000e+02 7.600000000000000089e-01
2.650000000000004796e+00 -1.920000000000000000e+02 4.600000000000000200e-01
2.650000000000004796e+00 -1.680000000000000000e+02 3.200000000000000067e-01
2.650000000000004796e+00 -2.640000000000000000e+02 7.800000000000000266e-01
2.600000000000004974e+00 -3.120000000000000000e+02 8.800000000000000044e-01
2.600000000000004974e+00 -1.680000000000000000e+02 5.600000000000000533e-01
2.600000000000004974e+00 -2.000000000000000000e+02 5.000000000000000000e-01
2.600000000000004974e+00 -2.800000000000000000e+02 6.999999999999999556e-01
2.600000000000004974e+00 -2.000000000000000000e+02 2.600000000000000089e-01
2.600000000000004974e+00 -1.520000000000000000e+02 2.000000000000000111e-01
2.600000000000004974e+00 -2.320000000000000000e+02 5.600000000000000533e-01
2.600000000000004974e+00 -3.120000000000000000e+02 8.199999999999999512e-01
2.600000000000004974e+00 -2.160000000000000000e+02 5.400000000000000355e-01
2.600000000000004974e+00 -1.120000000000000000e+02 2.399999999999999911e-01
2.600000000000004974e+00 -1.440000000000000000e+02 8.000000000000000167e-02
2.600000000000004974e+00 -1.600000000000000000e+02 4.400000000000000022e-01
2.600000000000004974e+00 -2.080000000000000000e+02 2.000000000000000111e-01
2.600000000000004974e+00 -1.680000000000000000e+02 2.200000000000000011e-01
2.600000000000004974e+00 -2.640000000000000000e+02 6.800000000000000488e-01
2.600000000000004974e+00 -2.480000000000000000e+02 7.600000000000000089e-01
2.600000000000004974e+00 -2.640000000000000000e+02 7.600000000000000089e-01
2.600000000000004974e+00 -3.520000000000000000e+02 9.399999999999999467e-01
2.600000000000004974e+00 -1.440000000000000000e+02 3.400000000000000244e-01
2.600000000000004974e+00 -2.480000000000000000e+02 5.999999999999999778e-01
2.550000000000005151e+00 -1.440000000000000000e+02 8.000000000000000167e-02
2.550000000000005151e+00 -1.920000000000000000e+02 2.000000000000000042e-02
2.550000000000005151e+00 -1.680000000000000000e+02 2.399999999999999911e-01
2.550000000000005151e+00 -1.840000000000000000e+02 5.000000000000000000e-01
2.550000000000005151e+00 -2.080000000000000000e+02 2.000000000000000042e-02
2.550000000000005151e+00 -1.840000000000000000e+02 4.000000000000000083e-02
2.550000000000005151e+00 -1.680000000000000000e+02 1.600000000000000033e-01
2.550000000000005151e+00 -1.680000000000000000e+02 5.000000000000000000e-01
2.550000000000005151e+00 -1.840000000000000000e+02 4.400000000000000022e-01
2.550000000000005151e+00 -1.600000000000000000e+02 2.000000000000000042e-02
2.550000000000005151e+00 -2.160000000000000000e+02 6.199999999999999956e-01
2.550000000000005151e+00 -1.680000000000000000e+02 8.000000000000000167e-02
2.550000000000005151e+00 -1.760000000000000000e+02 8.000000000000000167e-02
2.550000000000005151e+00 -2.400000000000000000e+02 4.600000000000000200e-01
2.550000000000005151e+00 -2.640000000000000000e+02 8.000000000000000444e-01
2.550000000000005151e+00 -1.840000000000000000e+02 4.199999999999999845e-01
2.550000000000005151e+00 -1.760000000000000000e+02 1.400000000000000133e-01
2.550000000000005151e+00 -1.760000000000000000e+02 2.000000000000000111e-01
2.550000000000005151e+00 -1.680000000000000000e+02 2.800000000000000266e-01
2.550000000000005151e+00 -2.480000000000000000e+02 4.199999999999999845e-01
2.500000000000005329e+00 -2.880000000000000000e+02 7.600000000000000089e-01
2.500000000000005329e+00 -2.480000000000000000e+02 6.400000000000000133e-01
2.500000000000005329e+00 -2.080000000000000000e+02 6.400000000000000133e-01
2.500000000000005329e+00 -3.280000000000000000e+02 9.000000000000000222e-01
2.500000000000005329e+00 -1.600000000000000000e+02 1.400000000000000133e-01
2.500000000000005329e+00 -2.080000000000000000e+02 1.000000000000000056e-01
2.500000000000005329e+00 -2.480000000000000000e+02 2.200000000000000011e-01
2.500000000000005329e+00 -2.240000000000000000e+02 1.199999999999999956e-01
2.500000000000005329e+00 -2.240000000000000000e+02 5.600000000000000533e-01
2.500000000000005329e+00 -3.040000000000000000e+02 8.199999999999999512e-01
2.500000000000005329e+00 -2.720000000000000000e+02 7.800000000000000266e-01
2.500000000000005329e+00 -2.800000000000000000e+02 7.800000000000000266e-01
2.500000000000005329e+00 -2.480000000000000000e+02 5.600000000000000533e-01
2.500000000000005329e+00 -1.840000000000000000e+02 3.599999999999999867e-01
2.500000000000005329e+00 -1.360000000000000000e+02 1.199999999999999956e-01
2.500000000000005329e+00 -2.240000000000000000e+02 4.600000000000000200e-01
2.500000000000005329e+00 -2.640000000000000000e+02 7.600000000000000089e-01
2.500000000000005329e+00 -2.880000000000000000e+02 7.199999999999999734e-01
2.500000000000005329e+00 -2.400000000000000000e+02 4.199999999999999845e-01
2.500000000000005329e+00 -1.920000000000000000e+02 4.199999999999999845e-01
2.450000000000005507e+00 -2.640000000000000000e+02 6.999999999999999556e-01
2.450000000000005507e+00 -3.120000000000000000e+02 8.399999999999999689e-01
2.450000000000005507e+00 -2.880000000000000000e+02 8.399999999999999689e-01
2.450000000000005507e+00 -2.160000000000000000e+02 4.600000000000000200e-01
2.450000000000005507e+00 -1.840000000000000000e+02 2.000000000000000042e-02
2.450000000000005507e+00 -1.840000000000000000e+02 4.000000000000000083e-02
2.450000000000005507e+00 -1.680000000000000000e+02 3.400000000000000244e-01
2.450000000000005507e+00 -2.320000000000000000e+02 3.400000000000000244e-01
2.450000000000005507e+00 -1.680000000000000000e+02 2.000000000000000111e-01
2.450000000000005507e+00 -2.400000000000000000e+02 6.600000000000000311e-01
2.450000000000005507e+00 -2.400000000000000000e+02 6.600000000000000311e-01
2.450000000000005507e+00 -2.960000000000000000e+02 8.399999999999999689e-01
2.450000000000005507e+00 -2.080000000000000000e+02 5.799999999999999600e-01
2.450000000000005507e+00 -3.200000000000000000e+02 8.199999999999999512e-01
2.450000000000005507e+00 -2.320000000000000000e+02 5.799999999999999600e-01
2.450000000000005507e+00 -2.160000000000000000e+02 5.000000000000000000e-01
2.450000000000005507e+00 -2.400000000000000000e+02 2.999999999999999889e-01
2.450000000000005507e+00 -2.240000000000000000e+02 2.000000000000000042e-02
2.450000000000005507e+00 -2.880000000000000000e+02 7.600000000000000089e-01
2.450000000000005507e+00 -2.160000000000000000e+02 2.399999999999999911e-01
2.400000000000005684e+00 -2.400000000000000000e+02 3.200000000000000067e-01
2.400000000000005684e+00 -1.840000000000000000e+02 3.800000000000000044e-01
2.400000000000005684e+00 -3.120000000000000000e+02 7.399999999999999911e-01
2.400000000000005684e+00 -2.160000000000000000e+02 2.999999999999999889e-01
2.400000000000005684e+00 -2.240000000000000000e+02 6.400000000000000133e-01
2.400000000000005684e+00 -2.560000000000000000e+02 7.199999999999999734e-01
2.400000000000005684e+00 -2.080000000000000000e+02 5.200000000000000178e-01
2.400000000000005684e+00 -1.760000000000000000e+02 2.600000000000000089e-01
2.400000000000005684e+00 -2.400000000000000000e+02 5.000000000000000000e-01
2.400000000000005684e+00 -2.560000000000000000e+02 6.600000000000000311e-01
2.400000000000005684e+00 -3.040000000000000000e+02 8.599999999999999867e-01
2.400000000000005684e+00 -3.040000000000000000e+02 8.599999999999999867e-01
2.400000000000005684e+00 -2.640000000000000000e+02 8.000000000000000444e-01
2.400000000000005684e+00 -2.960000000000000000e+02 8.199999999999999512e-01
2.400000000000005684e+00 -3.520000000000000000e+02 9.399999999999999467e-01
2.400000000000005684e+00 -2.320000000000000000e+02 5.400000000000000355e-01
2.400000000000005684e+00 -2.560000000000000000e+02 6.800000000000000488e-01
2.400000000000005684e+00 -1.920000000000000000e+02 2.399999999999999911e-01
2.400000000000005684e+00 -2.240000000000000000e+02 6.199999999999999956e-01
2.400000000000005684e+00 -1.840000000000000000e+02 4.199999999999999845e-01
2.350000000000005862e+00 -2.960000000000000000e+02 8.399999999999999689e-01
2.350000000000005862e+00 -3.360000000000000000e+02 9.000000000000000222e-01
2.350000000000005862e+00 -3.520000000000000000e+02 9.200000000000000400e-01
2.350000000000005862e+00 -3.360000000000000000e+02 9.000000000000000222e-01
2.350000000000005862e+00 -3.120000000000000000e+02 8.199999999999999512e-01
2.350000000000005862e+00 -3.520000000000000000e+02 9.399999999999999467e-01
2.350000000000005862e+00 -2.880000000000000000e+02 8.199999999999999512e-01
2.350000000000005862e+00 -2.320000000000000000e+02 6.800000000000000488e-01
2.350000000000005862e+00 -2.560000000000000000e+02 3.400000000000000244e-01
2.350000000000005862e+00 -2.080000000000000000e+02 2.800000000000000266e-01
2.350000000000005862e+00 -2.640000000000000000e+02 6.800000000000000488e-01
2.350000000000005862e+00 -2.400000000000000000e+02 5.000000000000000000e-01
2.350000000000005862e+00 -2.480000000000000000e+02 5.400000000000000355e-01
2.350000000000005862e+00 -2.400000000000000000e+02 6.199999999999999956e-01
2.350000000000005862e+00 -1.760000000000000000e+02 4.600000000000000200e-01
2.350000000000005862e+00 -1.760000000000000000e+02 2.999999999999999889e-01
2.350000000000005862e+00 -1.920000000000000000e+02 5.200000000000000178e-01
2.350000000000005862e+00 -2.720000000000000000e+02 8.000000000000000444e-01
2.350000000000005862e+00 -3.040000000000000000e+02 7.800000000000000266e-01
2.350000000000005862e+00 -2.880000000000000000e+02 8.199999999999999512e-01
2.300000000000006040e+00 -3.280000000000000000e+02 8.800000000000000044e-01
2.300000000000006040e+00 -3.600000000000000000e+02 9.399999999999999467e-01
2.300000000000006040e+00 -3.040000000000000000e+02 8.599999999999999867e-01
2.300000000000006040e+00 -3.360000000000000000e+02 8.800000000000000044e-01
2.300000000000006040e+00 -1.920000000000000000e+02 5.000000000000000000e-01
2.300000000000006040e+00 -3.120000000000000000e+02 7.199999999999999734e-01
2.300000000000006040e+00 -3.040000000000000000e+02 8.599999999999999867e-01
2.300000000000006040e+00 -2.000000000000000000e+02 5.400000000000000355e-01
2.300000000000006040e+00 -3.600000000000000000e+02 9.399999999999999467e-01
2.300000000000006040e+00 -2.480000000000000000e+02 7.399999999999999911e-01
2.300000000000006040e+00 -1.840000000000000000e+02 6.600000000000000311e-01
2.300000000000006040e+00 -2.800000000000000000e+02 7.399999999999999911e-01
2.300000000000006040e+00 -2.640000000000000000e+02 7.600000000000000089e-01
2.300000000000006040e+00 -2.560000000000000000e+02 7.800000000000000266e-01
2.300000000000006040e+00 -3.040000000000000000e+02 7.600000000000000089e-01
2.300000000000006040e+00 -2.640000000000000000e+02 7.199999999999999734e-01
2.300000000000006040e+00 -2.880000000000000000e+02 8.199999999999999512e-01
2.300000000000006040e+00 -2.320000000000000000e+02 3.400000000000000244e-01
2.300000000000006040e+00 -2.720000000000000000e+02 3.400000000000000244e-01
2.300000000000006040e+00 -1.920000000000000000e+02 3.800000000000000044e-01
2.250000000000006217e+00 -3.120000000000000000e+02 8.599999999999999867e-01
2.250000000000006217e+00 -2.960000000000000000e+02 8.399999999999999689e-01
2.250000000000006217e+00 -2.640000000000000000e+02 8.000000000000000444e-01
2.250000000000006217e+00 -3.200000000000000000e+02 8.399999999999999689e-01
2.250000000000006217e+00 -2.800000000000000000e+02 7.600000000000000089e-01
2.250000000000006217e+00 -3.120000000000000000e+02 8.599999999999999867e-01
2.250000000000006217e+00 -2.880000000000000000e+02 7.600000000000000089e-01
2.250000000000006217e+00 -3.520000000000000000e+02 9.399999999999999467e-01
2.250000000000006217e+00 -2.960000000000000000e+02 8.199999999999999512e-01
2.250000000000006217e+00 -3.040000000000000000e+02 8.800000000000000044e-01
2.250000000000006217e+00 -3.120000000000000000e+02 8.599999999999999867e-01
2.250000000000006217e+00 -2.480000000000000000e+02 6.600000000000000311e-01
2.250000000000006217e+00 -3.360000000000000000e+02 9.200000000000000400e-01
2.250000000000006217e+00 -3.280000000000000000e+02 9.000000000000000222e-01
2.250000000000006217e+00 -3.120000000000000000e+02 8.599999999999999867e-01
2.250000000000006217e+00 -2.800000000000000000e+02 7.800000000000000266e-01
2.250000000000006217e+00 -3.840000000000000000e+02 9.799999999999999822e-01
2.250000000000006217e+00 -2.560000000000000000e+02 7.600000000000000089e-01
2.250000000000006217e+00 -3.200000000000000000e+02 8.800000000000000044e-01
2.250000000000006217e+00 -2.720000000000000000e+02 6.600000000000000311e-01
2.200000000000006395e+00 -3.360000000000000000e+02 9.000000000000000222e-01
2.200000000000006395e+00 -3.120000000000000000e+02 8.800000000000000044e-01
2.200000000000006395e+00 -3.360000000000000000e+02 9.000000000000000222e-01
2.200000000000006395e+00 -2.880000000000000000e+02 7.600000000000000089e-01
2.200000000000006395e+00 -2.800000000000000000e+02 7.600000000000000089e-01
2.200000000000006395e+00 -2.960000000000000000e+02 8.599999999999999867e-01
2.200000000000006395e+00 -2.960000000000000000e+02 7.800000000000000266e-01
2.200000000000006395e+00 -3.680000000000000000e+02 9.200000000000000400e-01
2.200000000000006395e+00 -3.440000000000000000e+02 9.200000000000000400e-01
2.200000000000006395e+00 -3.680000000000000000e+02 9.599999999999999645e-01
2.200000000000006395e+00 -2.720000000000000000e+02 8.000000000000000444e-01
2.200000000000006395e+00 -3.120000000000000000e+02 8.000000000000000444e-01
2.200000000000006395e+00 -3.040000000000000000e+02 8.399999999999999689e-01
2.200000000000006395e+00 -3.120000000000000000e+02 8.599999999999999867e-01
2.200000000000006395e+00 -3.120000000000000000e+02 8.599999999999999867e-01
2.200000000000006395e+00 -2.400000000000000000e+02 6.999999999999999556e-01
2.200000000000006395e+00 -4.000000000000000000e+02 1.000000000000000000e+00
2.200000000000006395e+00 -3.040000000000000000e+02 8.199999999999999512e-01
2.200000000000006395e+00 -2.880000000000000000e+02 8.000000000000000444e-01
2.200000000000006395e+00 -2.800000000000000000e+02 7.800000000000000266e-01
2.150000000000006573e+00 -3.440000000000000000e+02 9.000000000000000222e-01
2.150000000000006573e+00 -3.040000000000000000e+02 8.399999999999999689e-01
2.150000000000006573e+00 -3.680000000000000000e+02 9.599999999999999645e-01
2.150000000000006573e+00 -3.520000000000000000e+02 9.200000000000000400e-01
2.150000000000006573e+00 -3.120000000000000000e+02 8.599999999999999867e-01
2.150000000000006573e+00 -3.040000000000000000e+02 8.599999999999999867e-01
2.150000000000006573e+00 -2.400000000000000000e+02 6.999999999999999556e-01
2.150000000000006573e+00 -3.280000000000000000e+02 9.000000000000000222e-01
2.150000000000006573e+00 -3.360000000000000000e+02 9.000000000000000222e-01
2.150000000000006573e+00 -2.800000000000000000e+02 8.000000000000000444e-01
2.150000000000006573e+00 -2.720000000000000000e+02 7.600000000000000089e-01
2.150000000000006573e+00 -3.120000000000000000e+02 8.000000000000000444e-01
2.150000000000006573e+00 -2.880000000000000000e+02 8.199999999999999512e-01
2.150000000000006573e+00 -3.760000000000000000e+02 9.599999999999999645e-01
2.150000000000006573e+00 -2.880000000000000000e+02 8.000000000000000444e-01
